addison-barger,AP,Aries,AQ,025-029,AR,Capricorn,AS,000-004,AT,Aries,AU,000-004,AV,Pisces,AW,025-029,1,0.0
addison-barger,AP,Aries,AQ,025-029,AR,Capricorn,AS,013-016,AT,Aries,AU,000-004,AV,Pisces,AW,025-029,1,0.0
addison-barger,AP,Aries,AQ,025-029,AR,Sagittarius,AS,005-008,AT,Aries,AU,000-004,AV,Pisces,AW,021-024,1,0.0
addison-barger,AP,Aries,AQ,025-029,AR,Scorpio,AS,021-024,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Aquarius,AS,005-008,AT,Cancer,AU,013-016,AV,Cancer,AW,009-012,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Aquarius,AS,021-024,AT,Cancer,AU,017-020,AV,Cancer,AW,009-012,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Cancer,AS,005-008,AT,Cancer,AU,025-029,AV,Taurus,AW,017-020,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Capricorn,AS,021-024,AT,Cancer,AU,013-016,AV,Cancer,AW,005-008,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Sagittarius,AS,025-029,AT,Cancer,AU,009-012,AV,Cancer,AW,005-008,1,0.0
addison-barger,AP,Cancer,AQ,000-004,AR,Taurus,AS,021-024,AT,Cancer,AU,021-024,AV,Taurus,AW,017-020,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Aries,AS,000-004,AT,Cancer,AU,021-024,AV,Cancer,AW,013-016,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Cancer,AS,021-024,AT,Cancer,AU,025-029,AV,Taurus,AW,021-024,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Leo,AS,005-008,AT,Leo,AU,000-004,AV,Taurus,AW,021-024,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Leo,AS,017-020,AT,Leo,AU,000-004,AV,Taurus,AW,021-024,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Pisces,AS,005-008,AT,Cancer,AU,017-020,AV,Cancer,AW,009-012,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Pisces,AS,017-020,AT,Cancer,AU,021-024,AV,Cancer,AW,009-012,1,0.0
addison-barger,AP,Cancer,AQ,005-008,AR,Virgo,AS,000-004,AT,Leo,AU,000-004,AV,Taurus,AW,021-024,1,1.0
addison-barger,AP,Cancer,AQ,009-012,AR,Gemini,AS,000-004,AT,Leo,AU,000-004,AV,Cancer,AW,017-020,1,0.0
addison-barger,AP,Cancer,AQ,009-012,AR,Gemini,AS,013-016,AT,Leo,AU,000-004,AV,Cancer,AW,017-020,1,0.0
addison-barger,AP,Cancer,AQ,009-012,AR,Libra,AS,009-012,AT,Leo,AU,005-008,AV,Taurus,AW,025-029,1,1.0
addison-barger,AP,Cancer,AQ,009-012,AR,Libra,AS,021-024,AT,Leo,AU,005-008,AV,Taurus,AW,025-029,1,1.0
addison-barger,AP,Cancer,AQ,009-012,AR,Scorpio,AS,000-004,AT,Leo,AU,005-008,AV,Gemini,AW,000-004,1,0.0
addison-barger,AP,Cancer,AQ,009-012,AR,Taurus,AS,013-016,AT,Cancer,AU,025-029,AV,Cancer,AW,017-020,1,0.0
addison-barger,AP,Cancer,AQ,009-012,AR,Virgo,AS,013-016,AT,Leo,AU,000-004,AV,Taurus,AW,025-029,1,0.0
addison-barger,AP,Cancer,AQ,009-012,AR,Virgo,AS,025-029,AT,Leo,AU,005-008,AV,Taurus,AW,025-029,1,0.0
addison-barger,AP,Cancer,AQ,013-016,AR,Gemini,AS,025-029,AT,Leo,AU,000-004,AV,Cancer,AW,021-024,1,0.0
addison-barger,AP,Cancer,AQ,013-016,AR,Sagittarius,AS,009-012,AT,Leo,AU,009-012,AV,Gemini,AW,000-004,1,1.0
addison-barger,AP,Cancer,AQ,013-016,AR,Sagittarius,AS,021-024,AT,Leo,AU,009-012,AV,Gemini,AW,000-004,1,1.0
addison-barger,AP,Cancer,AQ,013-016,AR,Scorpio,AS,013-016,AT,Leo,AU,009-012,AV,Gemini,AW,000-004,1,0.0
addison-barger,AP,Cancer,AQ,013-016,AR,Scorpio,AS,025-029,AT,Leo,AU,009-012,AV,Gemini,AW,000-004,1,0.0
addison-barger,AP,Cancer,AQ,017-020,AR,Aquarius,AS,000-004,AT,Leo,AU,013-016,AV,Gemini,AW,005-008,1,1.0
addison-barger,AP,Cancer,AQ,017-020,AR,Aquarius,AS,013-016,AT,Leo,AU,013-016,AV,Gemini,AW,009-012,1,0.0
addison-barger,AP,Cancer,AQ,017-020,AR,Capricorn,AS,000-004,AT,Leo,AU,009-012,AV,Gemini,AW,005-008,1,0.0
addison-barger,AP,Gemini,AQ,000-004,AR,Aries,AS,013-016,AT,Taurus,AU,021-024,AV,Aries,AW,017-020,1,0.0
addison-barger,AP,Gemini,AQ,000-004,AR,Aries,AS,025-029,AT,Taurus,AU,025-029,AV,Aries,AW,017-020,1,0.0
addison-barger,AP,Gemini,AQ,000-004,AR,Pisces,AS,013-016,AT,Taurus,AU,017-020,AV,Aries,AW,013-016,1,0.0
addison-barger,AP,Gemini,AQ,000-004,AR,Pisces,AS,025-029,AT,Taurus,AU,021-024,AV,Aries,AW,013-016,1,0.0
addison-barger,AP,Gemini,AQ,000-004,AR,Taurus,AS,013-016,AT,Taurus,AU,025-029,AV,Aries,AW,017-020,1,0.0
addison-barger,AP,Gemini,AQ,005-008,AR,Cancer,AS,013-016,AT,Gemini,AU,005-008,AV,Aries,AW,021-024,2,0.0
addison-barger,AP,Gemini,AQ,005-008,AR,Gemini,AS,013-016,AT,Gemini,AU,000-004,AV,Aries,AW,017-020,1,0.0
addison-barger,AP,Gemini,AQ,005-008,AR,Gemini,AS,025-029,AT,Gemini,AU,005-008,AV,Aries,AW,021-024,1,0.0
addison-barger,AP,Gemini,AQ,005-008,AR,Taurus,AS,025-029,AT,Gemini,AU,000-004,AV,Aries,AW,017-020,1,0.0
addison-barger,AP,Gemini,AQ,009-012,AR,Cancer,AS,025-029,AT,Gemini,AU,009-012,AV,Aries,AW,021-024,1,1.0
addison-barger,AP,Gemini,AQ,009-012,AR,Leo,AS,009-012,AT,Gemini,AU,009-012,AV,Aries,AW,021-024,1,1.0
