brandon-lockridge,AP,Aries,AQ,005-008,AR,Pisces,AS,013-016,AT,Aries,AU,000-004,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,009-012,AR,Aries,AS,025-029,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,009-012,AR,Taurus,AS,025-029,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,013-016,AR,Cancer,AS,009-012,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,013-016,AR,Cancer,AS,021-024,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,017-020,AR,Leo,AS,005-008,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,017-020,AR,Leo,AS,017-020,AT,Pisces,AU,025-029,AV,Pisces,AW,025-029,1,0.0
brandon-lockridge,AP,Aries,AQ,017-020,AR,Virgo,AS,000-004,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,1,0.0
brandon-lockridge,AP,Aries,AQ,017-020,AR,Virgo,AS,013-016,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,1,0.0
brandon-lockridge,AP,Aries,AQ,021-024,AR,Libra,AS,005-008,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,1,0.0
brandon-lockridge,AP,Aries,AQ,021-024,AR,Libra,AS,017-020,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,2,0.0
brandon-lockridge,AP,Aries,AQ,021-024,AR,Scorpio,AS,000-004,AT,Pisces,AU,025-029,AV,Pisces,AW,021-024,1,0.0
brandon-lockridge,AP,Cancer,AQ,000-004,AR,Taurus,AS,009-012,AT,Cancer,AU,021-024,AV,Taurus,AW,013-016,1,0.0
